,0
21642,Timber Falls
21643,Pathfinder
21644,Hellboy Animated: Blood and Iron
21645,Wind Chill
21646,Closing the Ring
21647,Ten Inch Hero
21648,Lissi und der wilde Kaiser
21649,Meet Bill
21650,First Born
21651,Manuale d'amore 2 (Capitoli successivi)
21652,Things We Lost in the Fire
21653,Death Defying Acts
21654,WÎ”Z
21655,The Babysitters
21656,Married Life
21657,Firehouse Dog
21658,Bratz
21659,Highlander V: The Source
21660,Love in the Time of Cholera
21661,Anamorph
21662,Redline
21663,Nocturna
21664,Gracie
21665,Resurrecting the Champ
21666,Import/Export
21667,Your Friend the Rat
21668,Bury My Heart At Wounded Knee
21669,Storm Warning
21670,Mansfield Park
21671,Cleaner
21672,The Dukes of Hazzard: The Beginning
21673,Jeff Dunham: Spark of Insanity
21674,Silk
21675,Flood
21676,How to Rob a Bank
21677,The Good Night
21678,Prey
21679,White Noise 2: The Light
21680,In the Shadow of the Moon
21681,Whisper
21682,The Land Before Time XIII: The Wisdom of Friends
21683,La HabitaciÃ³n de Fermat
21684,L'Auberge rouge
21685,The Cake Eaters
21686,Blonde Ambition
21687,The Pixar Story
21688,You Kill Me
21689,Barbie Fairytopia: Magic of the Rainbow
21690,Naam yi boon sik
21691,BloodRayne II: Deliverance
21692,Joe Strummer: The Future Is Unwritten
21693,Evening
21694,Gabriel
21695,Seed
21696,Broken English
21697,Virgin Territory
21698,Hallam Foe
21699,Boarding Gate
21700,Sex and Death 101
21701,Gruz 200
21702,Pigs
21703,Postal
21704,Welcome
21705,Botched
21706,Une vieille maÃ®tresse
21707,Joshua
21708,The Girl in the Park
21709,Savage Grace
21710,Perfect Creature
21711,Barbie as the Island Princess
21712,Cougar Club
21713,Lake Placid 2
21714,After Sex
21715,Delta Farce
21716,Rise: Blood Hunter
21717,Pars vite et reviens tard
21718,Smiley Face
21719,The Poughkeepsie Tapes
21720,Trade
21721,Boy Culture
21722,Gekijouban Clannad
21723,Arn: Tempelriddaren
21724,MoliÃ¨re
21725,Creepshow 3
21726,Lezioni di cioccolato
21727,Borderland
21728,Urban Justice
21729,"Chill Out, Scooby-Doo!"
21730,Straightheads
21731,Jesse Stone: Sea Change
21732,The Color of Freedom
21733,The Three Investigators and The Secret Of Skeleton Island
21734,Jack Brooks: Monster Slayer
21735,The Flock
21736,Murder Party
21737,Why Did I Get Married?
21738,Catacombs
21739,Grace is Gone
21740,Hellphone
21741,Fallen
21742,Live!
21743,The Haunting Hour: Don't Think About It
21744,Oliver Twist
21745,Eagle vs Shark
21746,Eden Log
21747,Angel
21748,Chacun son cinema ou Ce petit coup au coeur quand la lumiere s'eteint et que le film commence
21749,Irina Palm
21750,End of the Line
21751,La ragazza del lago
21752,La Antena
21753,A Dog's Breakfast
21754,In Tranzit
21755,The Beautiful Ordinary
21756,Talk to Me
21757,Hounddog
21758,Daniel Tosh: Completely Serious
21759,Enfin veuve
21760,Sublime
21761,Les Deux mondes
21762,Transmorphers
21763,The Secret Life of Brian
21764,The Mad
21765,September Dawn
21766,Full of It
21767,Flight of the Living Dead: Outbreak on a Plane
21768,Jacquou Le Croquant
21769,In Search of a Midnight Kiss
21770,The Go-Getter
21771,This Christmas
21772,Return of the Ghostbusters
21773,Ballet Shoes
21774,Johnny Kapahala - Back on Board
21775,Joy Division
21776,Steak
21777,Validation
21778,I'm Reed Fish
21779,The Gene Generation
21780,It's a Free World...
21781,Holiday in Handcuffs
21782,How to Hook Up Your Home Theater
21783,Code Name: The Cleaner
21784,Zach Galifianakis: Live at the Purple Onion
21785,They Wait
21786,Michou d'Auber
21787,Heyy Babyy
21788,He Was a Quiet Man
21789,On the Doll
21790,Brand Upon the Brain! A Remembrance in 12 Chapters
21791,Magicians
21792,Le prix Ã  payer
21793,Steel Trap
21794,Partner
21795,Fallen: The Destiny
21796,Namastey London
21797,Buried Alive
21798,Loose Change: Final Cut
21799,Transformers: Beginnings
21800,Ho Voglia Di Te
21801,Twitches Too
21802,Testosteron
21803,Ce soir je dors chez toi
21804,Beneath the Valley of the Ultra-Vixens
21805,The Villain
21806,Salem's Lot
21807,The Concorde... Airport '79
21808,Tess
21809,The Electric Horseman
21810,The Bugs Bunny/Road Runner Movie
21811,All Quiet on the Western Front
21812,Scum
21813,Hardcore
21814,Hanover Street
21815,Stridulum
21816,Richard Pryor: Live in Concert
21817,The Onion Field
21818,The Wanderers
21819,Over the Edge
21820,Tourist Trap
21821,Rock 'n' Roll High School
21822,The Adventures of AndrÃ© and Wally B.
21823,A Christmas Carol
21824,Trancers
21825,"Greystoke: The Legend of Tarzan, Lord of the Apes"
21826,Falling in Love
21827,Frankenweenie
21828,The Hills Have Eyes Part II
21829,Streets of Fire
21830,Savage Streets
21831,Rhinestone
21832,Crimes of Passion
21833,Suburbia
21834,Tank
21835,Threads
21836,Bolero
21837,Rats - Notte di terrore
21838,C.H.U.D.
21839,Ghoulies
21840,Airwolf: The Movie
21841,The Ice Pirates
21842,Razorback
21843,Gwendoline
21844,Ninja III: The Domination
21845,Electric Dreams
21846,The Hit
21847,Under the Volcano
21848,Yellowbeard
21849,Mickey's Christmas Carol
21850,Still Smokin
21851,Under Fire
21852,Screwballs
21853,Curse of the Pink Panther
21854,To Be or Not to Be
21855,Rumble Fish
21856,Lone Wolf McQuade
21857,V
21858,Two of a Kind
21859,The Osterman Weekend
21860,Deathstalker
21861,Rock & Rule
21862,The Star Chamber
21863,Bad Boys
21864,Acqua e sapone
21865,The Keep
21866,The House on Sorority Row
21867,Metalstorm: The Destruction of Jared-Syn
21868,Hercules
21869,I.D.
21870,Crying Freeman
21871,The Mangler
21872,Les Trois FrÃ¨res
21873,Problem Child 3
21874,Haunted
21875,A Personal Journey with Martin Scorsese Through American Movies
21876,Bye Bye Love
21877,The Pebble and the Penguin
21878,Never Talk to Strangers
21879,ç»™çˆ¸çˆ¸çš„ä¿¡
21880,Viaggi di nozze
21881,Le Bonheur est dans le prÃ©
21882,Top Dog
21883,City of Joy
21884,Beyond The Law
21885,Thunderheart
21886,Dust Devil
21887,Critters 4
21888,A Stranger Among Us
21889,Split Second
21890,Knight Moves
21891,Tom and Jerry: The Movie
21892,Deep Cover
21893,Diggstown
21894,Nemesis
21895,Innocent Blood
21896,Xiao ao jiang hu zhi: Dong Fang Bu Bai
21897,Bill Hicks: Relentless
21898,Blown Away
21899,Pure Country
21900,Gayniggers from Outer Space
21901,Private Lessons
21902,Southern Comfort
21903,Road Games
21904,Dead & Buried
21905,Queen - Rock Montreal
21906,Death Hunt
21907,Garde Ã  vue
21908,Nice Dreams
21909,Ms .45
21910,Eye of the Needle
21911,Cannibal Ferox
21912,Lion of the Desert
21913,Sharky's Machine
21914,The Burning
21915,"Bianco, rosso e Verdone"
21916,Wolfen
21917,Dark Night of the Scarecrow
21918,Bloody Birthday
21919,"Vernon, Florida"
21920,The Prowler
21921,Enter the Ninja
21922,Prince of the City
21923,The Associate
21924,The Land Before Time IV: Journey Through the Mists
21925,Wish Upon a Star
21926,Darkman III: Die Darkman Die
21927,Doctor Who
21928,JÃ¤garna
21929,Silent Trigger
21930,Titanic
21931,Irma Vep
21932,Tromeo & Juliet
21933,Daai laap mat taam 008
21934,Un hÃ©ros trÃ¨s discret
21935,Crossworlds
21936,Sometimes They Come Back... Again
21937,Loch Ness
21938,Sabrina the Teenage Witch
21939,Bad Moon
21940,Il ciclone
21941,Joseph: King of Dreams
21942,The Land Before Time VII: The Stone of Cold Fire
21943,An Extremely Goofy Movie
21944,2001: A Space Travesty
21945,Beethoven's 3rd
21946,Takedown
21947,Buzz Lightyear of Star Command: The Adventure Begins
21948,The Weight of Water
21949,Casper's Haunted Christmas
21950,Lost Souls
21951,Cruel Intentions 2
21952,Kevin and Perry Go Large
21953,Fail Safe
21954,Python
21955,PokÃ©mon: Mewtwo Returns
21956,Alvin and the Chipmunks Meet the Wolfman
21957,Hellraiser: Inferno
21958,Crocodile
21959,Shriek If You Know What I Did Last Friday the Thirteenth
21960,I Dreamed of Africa
21961,Father and Daughter
21962,The Prophecy 3: The Ascent
21963,Juste une question d'amour
21964,Jet Set
21965,Cherry Falls
21966,"Love, Honour and Obey"
21967,Le goÃ»t des autres
21968,Essex Boys
21969,Lucky Numbers
21970,Bruiser
21971,Quints
21972,The Up in Smoke Tour
21973,Leprechaun in the Hood
21974,The Little Mermaid II: Return to the Sea
21975,John Henry
21976,Scooby-Doo and the Alien Invaders
21977,The Audrey Hepburn Story
21978,Chlopaki nie placza
21979,Mission Kashmir
21980,Phantom of the Megaplex
21981,Mom's Got a Date With a Vampire
21982,"Ali G, Aiii"
21983,The World of Stainboy
21984,Rejected
21985,Phir Bhi Dil Hai Hindustani
21986,Evil Under the Sun
21987,Vincent
21988,The Sword and the Sorcerer
21989,The Entity
21990,Honkytonk Man
21991,Class of 1984
21992,The Last American Virgin
21993,The Border
21994,Silent Rage
21995,Shao Lin Si
21996,The Flight of Dragons
21997,Mil gritos tiene la noche
21998,Q
21999,The Plague Dogs
22000,Turkey Shoot
22001,Liquid Sky
22002,Megaforce
22003,Forbidden World
22004,Summer Lovers
22005,Made in Britain
22006,Madman
22007,Vokzal dlya Dvoikh
22008,Belle's Magical World
22009,The Land Before Time VI: The Secret of Saurus Rock
22010,A Knight in Camelot
22011,Rudolph the Red-Nosed Reindeer: The Movie
22012,Black Dog
22013,The Swan Princess: The Mystery of the Enchanted Kingdom
22014,The Prophecy II
22015,Batman & Mr. Freeze: SubZero
22016,Another Day in Paradise
22017,An American Tail: The Treasure of Manhattan Island
22018,Creature
22019,Scooby-Doo on Zombie Island
22020,Dance With Me
22021,Sat sau ji wong
22022,The Wisdom of Crocodiles
22023,Without Limits
22024,The Second Arrival
22025,Futuresport
22026,Alice Through the Looking Glass
22027,Il fantasma dell'opera
22028,Edge of Seventeen
22029,Dennis the Menace Strikes Again!
22030,Letters From a Killer
22031,Rear Window
22032,Tale of the Mummy
22033,Sabrina Goes to Rome
22034,Brink!
22035,Full Tilt Boogie
22036,Goodnight Mister Tom
22037,Jerry Seinfeld: I'm Telling You for the Last Time
22038,Dead Man's Curve
22039,Children of the Corn V: Fields of Terror
22040,The Temptations
22041,A Murder of Crows
22042,Billboard Dad
22043,Moby Dick
22044,Ghulam
22045,Best of the Best
22046,Lock Up
22047,The BFG
22048,Warlock
22049,Shocker
22050,The Phantom of the Opera
22051,DeepStar Six
22052,Teen Witch
22053,Knick Knack
22054,The Return of Swamp Thing
22055,Jacknife
22056,The Mighty Quinn
22057,The Woman in Black
22058,Sleepaway Camp III: Teenage Wasteland
22059,Depeche Mode: 101
22060,Going Overboard
22061,Scandal
22062,Monsieur Hire
22063,Lonesome Dove
22064,Kill Me Again
22065,Society
22066,House III: The Horror Show
22067,Goldeneye
22068,"Amanece, que no es poco"
22069,Intruder
22070,Ho vinto la lotteria di Capodanno
22071,Stepfather II: Make Room For Daddy
22072,La belle noiseuse
22073,Wild Hearts Can't Be Broken
22074,Showdown in Little Tokyo
22075,Knight Rider 2000
22076,Zandalee
22077,K2
22078,Cool as Ice
22079,Out for Justice
22080,The Pit and the Pendulum
22081,Ghoulies III: Ghoulies Go to College
22082,Sometimes They Come Back
22083,The Guyver
22084,New Jack City
22085,A Rage in Harlem
22086,Critters 3
22087,Omen IV: The Awakening
22088,Pure Luck
22089,Flight of the Intruder
22090,Dolly Dearest
22091,Lucky Luke
22092,Switch
22093,Ricochet
22094,Wedlock
22095,é€ƒå­¦å¨é¾™
22096,Toto le hÃ©ros
22097,The Resurrected
22098,Prospero's Books
22099,Deceived
22100,All I Want For Christmas
22101,The Hitman
22102,"Elvira, Mistress of the Dark"
22103,Mac and Me
22104,Fei lung mang jeung
22105,Return of the Living Dead Part II
22106,Black Eagle
22107,Prison
22108,Waxwork
22109,Tin Toy
22110,"Distant Voices, Still Lives"
22111,Bird
22112,Bad Dreams
22113,Scooby-Doo and the Ghoul School
22114,Sleepaway Camp II: Unhappy Campers
22115,é»‘å¤ªé™½731
22116,Shoot to Kill
22117,Critters 2
22118,Return of the Killer Tomatoes!
22119,Vice Versa
22120,Vampire's Kiss
22121,"Slugs, muerte viscosa"
22122,Scarecrows
22123,Imagine: John Lennon
22124,Scooby-Doo! and the Reluctant Werewolf
22125,Red Scorpion
22126,Moving
22127,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
22128,Brain Damage
22129,Peter Pan
22130,A Muppet Family Christmas
22131,The Pick-up Artist
22132,Street Trash
22133,Mio min Mio
22134,The Belly of an Architect
22135,Ironweed
22136,Renegade
22137,Suspect
22138,Steel Dawn
22139,Red's Dream
22140,Khane-ye doust kodjast?
22141,Deliria
22142,Hot Pursuit
22143,Oci ciornie
22144,Cry Freedom
22145,Escape from Sobibor
22146,Wanted: Dead or Alive
22147,Prick Up Your Ears
22148,Teen Wolf Too
22149,Miami Connection
22150,"Silent Night, Deadly Night Part 2"
22151,The Secret Garden
22152,My Best Friend's Birthday
22153,Hello Mary Lou: Prom Night II
22154,Scooby-Doo Meets the Boo Brothers
22155,The Boston Strangler
22156,The Devil Rides Out
22157,The Green Berets
22158,The Swimmer
22159,Pretty Poison
22160,If....
22161,Faces
22162,The Devil's Brigade
22163,Hellfighters
22164,Coogan's Bluff
22165,Carry On... Up the Khyber
22166,Ice Station Zebra
22167,Head
22168,The Big Shave
22169,The Alphabet
22170,Deranged
22171,Zardoz
22172,The Year Without a Santa Claus
22173,Phase IV
22174,The Count of Monte-Cristo
22175,The Amputee
22176,Flesh Gordon
22177,Captain Kronos: Vampire Hunter
22178,Where the Red Fern Grows
22179,Hearts and Minds
22180,Black Moon
22181,Hard Times
22182,Supervixens
22183,Breakheart Pass
22184,The Adventure of Sherlock Holmes' Smarter Brother
22185,The Eiger Sanction
22186,Shivers
22187,Bug
22188,The Sunshine Boys
22189,The Hindenburg
22190,Rooster Cogburn
22191,Race with the Devil
22192,The Ultimate Warrior
22193,Boss Nigger
22194,Coonskin
22195,How the West Was Won
22196,The 300 Spartans
22197,Experiment in Terror
22198,The Loneliness of the Long Distance Runner
22199,Captain Clegg
22200,Tales of Terror
22201,Panic in Year Zero!
22202,Premature Burial
22203,Hell Is for Heroes
22204,Murder Ahoy
22205,Carry On Cleo
22206,The Train
22207,Viva Las Vegas
22208,The Naked Kiss
22209,The Gorgon
22210,Paris When It Sizzles
22211,Il deserto rosso
22212,Zorba the Greek
22213,The Killers
22214,Dead Ringer
22215,Seance on a Wet Afternoon
22216,The Tomb of Ligeia
22217,Man's Favorite Sport?
22218,Cheyenne Autumn
22219,First Men in the Moon
22220,Robin and the 7 Hoods
22221,Becket
22222,Scorpio Rising
22223,Two Thousand Maniacs!
22224,Summer of '42
22225,Hannie Caulder
22226,The Panic in Needle Park
22227,Wake in Fright
22228,Big Jake
22229,Two-Lane Blacktop
22230,Vanishing Point
22231,The House That Dripped Blood
22232,The Anderson Tapes
22233,Sunday Bloody Sunday
22234,Johnny Got His Gun
22235,Le Mans
22236,The Beguiled
22237,Countess Dracula
22238,Brian's Song
22239,Man in the Wilderness
22240,Punishment Park
22241,A New Leaf
22242,Twins of Evil
22243,Sacco e Vanzetti
22244,Hands of the Ripper
22245,Nicholas and Alexandra
22246,10 Rillington Place
22247,The Devils
22248,The Go-Between
22249,Les lÃ¨vres rouges
22250,The Hospital
22251,DuckTales: The Movie - Treasure of the Lost Lamp
22252,Death Warrant
22253,The Reflecting Skin
22254,Dark Angel
22255,Hidden Agenda
22256,Fire Birds
22257,Graveyard Shift
22258,Hard to Kill
22259,Class of 1999
22260,Psycho IV: The Beginning
22261,Desperate Hours
22262,Treasure Island
22263,Frankenhooker
22264,"Welcome Home, Roxy Carmichael"
22265,Moon 44
22266,American Ninja 4: The Annihilation
22267,White Palace
22268,Leatherface: Texas Chainsaw Massacre III
22269,Bad Influence
22270,Postcards from the Edge
22271,Internal Affairs
22272,Due occhi diabolici
22273,Cadence
22274,Xiaoao jiang hu
22275,Life is Sweet
22276,All for the Winner
22277,Narrow Margin
22278,Murder She Said
22279,The Comancheros
22280,Mysterious Island
22281,The Curse of the Werewolf
22282,Barabbas
22283,Blue Hawaii
22284,Il colosso di Rodi
22285,The Day the Earth Caught Fire
22286,The Ladies Man
22287,Two Rode Together
22288,Let's Make Love
22289,The Brides of Dracula
22290,Saturday Night and Sunday Morning
22291,Sergeant Rutledge
22292,Comanche Station
22293,Flaming Star
22294,Midnight Lace
22295,Sink the Bismarck!
22296,Carry On Constable
22297,The Bellboy
22298,Cinderfella
22299,The City of the Dead
22300,Stay Hungry
22301,Up!
22302,The Cassandra Crossing
22303,The Killing of a Chinese Bookie
22304,The Missouri Breaks
22305,The Boy in the Plastic Bubble
22306,Alice Sweet Alice
22307,Two-Minute Warning
22308,A Star Is Born
22309,The Front
22310,Cannonball
22311,The Song Remains the Same
22312,Î¤Î± Ï€Î±Î¹Î´Î¹Î¬ Ï„Î¿Ï… Î´Î¹Î±Î²ÏŒÎ»Î¿Ï…
22313,The Food of the Gods
22314,The Town That Dreaded Sundown
22315,Nowhere to Run
22316,Joshua Tree
22317,Jason Goes to Hell: The Final Friday
22318,Splitting Heirs
22319,The Tommyknockers
22320,Heaven & Earth
22321,Sharpe's Rifles
22322,Body Bags
22323,Son of the Pink Panther
22324,Warlock: The Armageddon
22325,King of the Hill
22326,American Ninja 5
22327,"Double, Double, Toil and Trouble"
22328,Cronos
22329,Fong Sai Yuk juk jaap
22330,Cyborg 2
22331,Cannibal! The Musical
22332,Once Upon a Forest
22333,Ticks
22334,Necronomicon
22335,Just One of the Girls
22336,Return of the Living Dead 3
22337,Doppelganger
22338,å¤ªæžå¼ ä¸‰ä¸°
22339,The Making of 'The Nightmare Before Christmas'
22340,Surf Ninjas
22341,Wong Fei Hung V: Tit gai dau ng gung
22342,"Clean, Shaven"
22343,AcciÃ³n mutante
22344,12:01
22345,The Thief and the Cobbler
22346,Billion Dollar Brain
22347,The Night of the Generals
22348,Carry On Doctor
22349,Valley of the Dolls
22350,Two for the Road
22351,The War Wagon
22352,A Countess from Hong Kong
22353,Magical Mystery Tour
22354,Spider Baby
22355,KaijÅ«tÅ no Kessen: Gojira no Musuko
22356,Dont Look Back
22357,The Gnome-Mobile
22358,Frankenstein Created Woman
22359,Six Men Getting Sick
22360,Follow That Camel
22361,Dinner for One
22362,Cleopatra
22363,Murder at the Gallop
22364,The Day of the Triffids
22365,The Raven
22366,Donovan's Reef
22367,55 Days at Peking
22368,The Terror
22369,Le Feu follet
22370,This Sporting Life
22371,McLintock!
22372,X: The Man with the X-Ray Eyes
22373,The Haunted Palace
22374,The Servant
22375,The Prize
22376,The Kiss of the Vampire
22377,La frusta e il corpo
22378,AstÃ©rix chez les Bretons
22379,Pirates
22380,"No Retreat, No Surrender"
22381,DÃ¨moni 2
22382,Black Moon Rising
22383,Mala Noche
22384,Trick or Treat
22385,Nan bei Shao Lin
22386,Invaders from Mars
22387,Rad
22388,Witchboard
22389,Troll
22390,Caravaggio
22391,MacskafogÃ³
22392,Captain EO
22393,When the Wind Blows
22394,Dead End Drive-In
22395,Absolute Beginners
22396,Vamp
22397,TerrorVision
22398,Yuppies 2
22399,Breezy
22400,Cahill U.S. Marshal
22401,The Vault of Horror
22402,The Train Robbers
22403,A Charlie Brown Thanksgiving
22404,Walking Tall
22405,Frankenstein and the Monster from Hell
22406,The Friends of Eddie Coyle
22407,VÃ©ritÃ©s et Mensonges
22408,The Offence
22409,The Satanic Rites of Dracula
22410,Sssssss
22411,Messiah of Evil
22412,Don't Be Afraid of the Dark
22413,The Seven-Ups
22414,Scarecrow
22415,Flesh for Frankenstein
22416,The Last of Sheila
22417,Theatre of Blood
22418,Dillinger
22419,Taste the Blood of Dracula
22420,Ryan's Daughter
22421,The Party at Kitty and Stud's
22422,Scream and Scream Again
22423,Santa Claus Is Comin' to Town
22424,Colossus: The Forbin Project
22425,Soldier Blue
22426,"Nachts, wenn Dracula erwacht"
22427,The Wizard of Gore
22428,Woodstock
22429,The Ballad of Cable Hogue
22430,Carry On Up the Jungle
22431,A Man Called Horse
22432,Chisum
22433,Let It Be
22434,Rio Lobo
22435,Deep End
22436,Waterloo
22437,The Vampire Lovers
22438,The Man Who Haunted Himself
22439,There Was a Crooked Man...
22440,Ten Little Indians
22441,In Harm's Way
22442,The Sons of Katie Elder
22443,Operation Crossbow
22444,The Hill
22445,The Heroes of Telemark
22446,Darling
22447,Battle of the Bulge
22448,The Skull
22449,"Die, Monster, Die!"
22450,Battle of Britain
22451,Kes
22452,A Boy Named Charlie Brown
22453,Cactus Flower
22454,Women in Love
22455,The Valley of Gwangi
22456,Support Your Local Sheriff
22457,Carry On Again Doctor
22458,Castle Keep
22459,Hercules in New York
22460,The Oblong Box
22461,DoppelgÃ¤nger
22462,Downhill Racer
22463,Carry On Camping
22464,Bambi Meets Godzilla
22465,The Driver
22466,Paradise Alley
22467,Pretty Baby
22468,Capricorn One
22469,The Silent Partner
22470,F.I.S.T.
22471,Convoy
22472,The Wild Geese
22473,Magic
22474,I Wanna Hold Your Hand
22475,Goin' South
22476,Blue Collar
22477,Fedora
22478,Gates of Heaven
22479,The Medusa Touch
22480,The Manitou
22481,Someone's Watching Me!
22482,Gray Lady Down
22483,KISS Meets the Phantom of the Park
22484,The Rutles: All You Need Is Cash
22485,Hooper
22486,One Million Years B.C.
22487,The Bible: In the Beginning...
22488,El Dorado
22489,Cul-de-sac
22490,The Fortune Cookie
22491,Arabesque
22492,Return of the Seven
22493,The Blue Max
22494,The Professionals
22495,Funeral in Berlin
22496,The Shooting
22497,Khartoum
22498,Carry On Cowboy
22499,Dracula: Prince of Darkness
22500,Island of Terror
22501,Harper
22502,A Big Hand for the Little Lady
22503,The Chase
22504,The Ghost & Mr. Chicken
22505,The Ugly Dachshund
22506,Carry On Screaming!
22507,Grand Prix
22508,Manos: The Hands of Fate
22509,"Last Klezmer: Leopold Kozlowski, His Life and Music, The "
22510,Loser 
22511,Saturn 3 
22512,Horrors of Spider Island 
22513,"Decalogue, The "
22514,Babylon 5
22515,"No. 1 Ladies' Detective Agency, The "
22516,Babe 
22517,Dead Man Walking 
22518,It Takes Two 
22519,Clueless 
22520,Dead Presidents 
22521,Restoration 
22522,Mortal Kombat 
22523,To Die For 
22524,How to Make an American Quilt 
22525,Seven 
22526,Pocahontas 
22527,When Night Is Falling 
22528,"Usual Suspects, The "
22529,Mighty Aphrodite 
22530,Lamerica 
22531,"Big Green, The "
22532,Georgia 
22533,Home for the Holidays 
22534,"Postman, The "
22535,"Indian in the Cupboard, The "
22536,Mr. Holland's Opus 
22537,Don't Be a Menace to South Central While Drinking Your Juice in the Hood 
22538,Two if by Sea 
22539,Bio-Dome 
22540,Lawnmower Man 2: Beyond Cyberspace 
22541,French Twist 
22542,Friday 
22543,From Dusk Till Dawn 
22544,Kicking and Screaming 
22545,Bed of Roses 
22546,Big Bully 
22547,Nico Icon 
22548,"Crossing Guard, The "
22549,"Juror, The "
22550,"White Balloon, The "
22551,Things to Do in Denver When You're Dead 
22552,Antonia's Line 
22553,Once Upon a Time... When We Were Colored 
22554,Angels and Insects 
22555,White Squall 
22556,Dunston Checks In 
22557,Nick of Time 
22558,Mary Reilly 
22559,Vampire in Brooklyn 
22560,Beautiful Girls 
22561,Broken Arrow 
22562,In the Bleak Midwinter 
22563,Hate 
22564,Heidi Fleiss: Hollywood Madam 
22565,City Hall 
22566,Bottle Rocket 
22567,Mr. Wrong 
22568,Unforgettable 
22569,Happy Gilmore 
22570,"Bridges of Madison County, The "
22571,Nobody Loves Me 
22572,Muppet Treasure Island 
22573,Catwalk 
22574,Braveheart 
22575,Taxi Driver 
22576,Rumble in the Bronx 
22577,Anne Frank Remembered 
22578,"Young Poisoner's Handbook, The "
22579,If Lucy Fell 
22580,"Steal Big, Steal Little "
22581,"Boys of St. Vincent, The "
22582,Chungking Express 
22583,Flirting With Disaster 
22584,"NeverEnding Story III, The "
22585,Jupiter's Wife 
22586,Pie in the Sky 
22587,Jade 
22588,Down Periscope 
22589,Man of the Year 
22590,Up Close and Personal 
22591,"Birdcage, The "
22592,"Brothers McMullen, The "
22593,"Amazing Panda Adventure, The "
22594,"Basketball Diaries, The "
22595,"Awfully Big Adventure, An "
22596,Amateur 
22597,Apollo 13 
22598,Rob Roy 
22599,"Addiction, The "
22600,Batman Forever 
22601,Beauty of the Day 
22602,Beyond Rangoon 
22603,Blue in the Face 
22604,Canadian Bacon 
22605,Casper 
22606,Clockers 
22607,Congo 
22608,Crimson Tide 
22609,Crumb 
22610,Desperado 
22611,Devil in a Blue Dress 
22612,Die Hard: With a Vengeance 
22613,"Doom Generation, The "
22614,First Knight 
22615,Free Willy 2: The Adventure Home 
22616,Hackers 
22617,Jeffrey 
22618,Johnny Mnemonic 
22619,Judge Dredd 
22620,Jury Duty 
22621,Kids 
22622,Living in Oblivion 
22623,Lord of Illusions 
22624,Love & Human Remains 
22625,Mallrats 
22626,Mighty Morphin Power Rangers: The Movie 
22627,Mute Witness 
22628,Nadja 
22629,"Net, The "
22630,Nine Months 
22631,"Prophecy, The "
22632,Safe 
22633,Showgirls 
22634,Smoke 
22635,Something to Talk About 
22636,Species 
22637,Strange Days 
22638,"Umbrellas of Cherbourg, The "
22639,Three Wishes 
22640,Total Eclipse 
22641,"To Wong Foo, Thanks for Everything! Julie Newmar "
22642,Under Siege 2: Dark Territory 
22643,Unstrung Heroes 
22644,Unzipped 
22645,"Walk in the Clouds, A "
22646,Waterworld 
22647,White Man's Burden 
22648,"Browning Version, The "
22649,Bushwhacked 
22650,Burnt by the Sun 
22651,Before the Rain 
22652,Before Sunrise 
22653,Billy Madison 
22654,"Babysitter, The "
22655,Boys on the Side 
22656,Castle Freak 
22657,Circle of Friends 
22658,Clerks 
22659,Don Juan DeMarco 
22660,Disclosure 
22661,Drop Zone 
22662,Destiny Turns on the Radio 
22663,Death and the Maiden 
22664,Dolores Claiborne 
22665,Dumb & Dumber 
22666,Eat Drink Man Woman 
22667,Exotica 
22668,Exit to Eden 
22669,Ed Wood 
22670,French Kiss 
22671,Forget Paris 
22672,Far From Home: The Adventures of Yellow Dog 
22673,"Goofy Movie, A "
22674,Fluke 
22675,Farinelli: il castrato 
22676,Gordy 
22677,Hoop Dreams 
22678,Heavenly Creatures 
22679,Houseguest 
22680,Immortal Beloved 
22681,Heavyweights 
22682,"Hunted, The "
22683,I.Q. 
22684,Interview with the Vampire: The Vampire Chronicles 
22685,Jefferson in Paris 
22686,"Jerky Boys, The "
22687,Junior 
22688,Just Cause 
22689,"Kid in King Arthur's Court, A "
22690,Star Wars: Episode IV - A New Hope 
22691,Little Women 
22692,"Little Princess, A "
22693,Ladybird Ladybird 
22694,Like Water for Chocolate 
22695,Legends of the Fall 
22696,Major Payne 
22697,My Crazy Life 
22698,Love Affair 
22699,Losing Isaiah 
22700,"Madness of King George, The "
22701,Mary Shelley's Frankenstein 
22702,Man of the House 
22703,Mixed Nuts 
22704,Milk Money 
22705,Miracle on 34th Street 
22706,Miami Rhapsody 
22707,My Family 
22708,Murder in the First 
22709,Nell 
22710,New Jersey Drive 
22711,New York Cop 
22712,Beyond Bedlam 
22713,Nina Takes a Lover 
22714,Natural Born Killers 
22715,Only You 
22716,Once Were Warriors 
22717,Poison Ivy II 
22718,Outbreak 
22719,Léon: The Professional 
22720,"Perez Family, The "
22721,"Pyromaniac's Love Story, A "
22722,Pulp Fiction 
22723,Pushing Hands 
22724,Priest 
22725,Quiz Show 
22726,Picture Bride 
22727,Queen Margot 
22728,Roommates 
22729,Ready to Wear 
22730,Three Colors: Red 
22731,Three Colors: Blue 
22732,Three Colors: White 
22733,Rent-a-Kid 
22734,Relative Fear 
22735,Stuart Saves His Family 
22736,"Swan Princess, The "
22737,"Secret of Roan Inish, The "
22738,"Specialist, The "
22739,Stargate 
